Year,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,humidity,wind_speed,precipitation,temp_mean,temp_min,temp_max
1993,327401.31,-38.59,89.86,-38.76,-38.59,89.86,-38.75,-38.57,0.97,1.6,0.04,8.5,7.2,9.8
1993,324498.41,-41.97,90.86,-39.78,-41.97,90.86,-39.77,-39.11,0.99,2,0.16,7.9,6.6,9.2
1993,333018.19,-41.93,87.27,-39.62,-41.91,87.27,-39.61,-38.58,0.91,3.4,0,8.1,6.6,9.6
1993,297483.19,-42.67,90.75,-39.67,-42.65,90.74,-39.64,-38.34,0.95,4.9,0.44,8.6,6.4,10.8
1993,321635.81,-37.86,90.26,-38.75,-37.83,90.25,-38.72,-37.21,0.95,3.6,0.04,8,6.4,9.5
1993,291945.91,-36.09,89.99,-37.71,-36.05,89.99,-37.67,-35.98,0.92,3.4,0.2,7.1,3.5,10.7
1993,327830,-36.11,88.74,-36.85,-36.06,88.74,-36.81,-34.94,0.96,2.8,0,6,3.3,8.8
1993,326320.41,-35.52,89.49,-36.32,-35.47,89.49,-36.27,-34.19,0.97,3.6,0.14,8.2,5.3,11
1993,322331,-35.47,88.79,-36.11,-35.41,88.78,-36.05,-33.72,0.91,3,0.02,5.6,3.7,7.6
1993,331127.31,-39.25,98.1,-36.17,-39.19,98.09,-36.11,-33.48,0.94,1.9,0.04,1.8,-1.5,5
1993,322756.69,-37.52,87.39,-36.42,-37.45,87.38,-36.35,-33.38,0.98,1.8,0,-1.4,-2,-0.8
1993,328551.09,-34.52,87.27,-36.81,-34.45,87.27,-36.73,-33.41,0.95,2.4,0,-0.4,-2.7,2
1993,328241.09,-36.63,86.34,-37.26,-36.55,86.33,-37.18,-33.54,0.92,3.1,0.08,1.5,-0.6,3.6
1993,326836.59,-38.8,86.2,-37.46,-38.71,86.19,-37.37,-33.48,0.92,4.9,0,3.6,1,6.1
1993,328100.19,-40.23,85.06,-37.72,-40.13,85.06,-37.62,-33.59,0.88,6.8,0,3.5,1.1,5.9
1993,329731.59,-38.32,85.14,-37.29,-38.21,85.14,-37.19,-33.19,0.83,6.1,0,1.4,0,2.7
1993,328350.5,-36.03,85.33,-36.91,-35.92,85.33,-36.8,-33.02,0.9,3.6,0,3.6,0.8,6.3
1993,329377.5,-35.22,83.43,-36.33,-35.1,83.43,-36.22,-32.87,0.87,3.5,0,4.2,0.9,7.4
1993,319577.59,-35.38,82.94,-35.84,-35.26,82.94,-35.72,-33.01,0.81,4,0,4.1,2.2,6
1993,326465.59,-35.8,84.62,-35.37,-35.68,84.63,-35.24,-33.37,0.78,2,0,3.6,2.2,4.9
1993,186585.2,-28.46,90.91,-34.73,-28.32,90.92,-34.6,-33.72,0.8,2,0,4.2,2.7,5.8
1993,321678.81,-35.66,87.17,-33.85,-35.52,87.18,-33.71,-33.92,0.87,4.6,0.08,3.6,0.7,6.4
1993,301337.19,-34.13,87.91,-32.84,-33.99,87.91,-32.69,-34.04,0.88,3.5,0,2.5,0.1,4.9
1993,323292,-30.27,88.73,-31.93,-30.11,88.73,-31.78,-34.22,0.87,2.6,0,1,-0.9,2.9
1993,321772.19,-29.77,88.28,-31.12,-29.61,88.29,-30.96,-34.39,0.7,4.9,0,-2,-4.5,0.4
1993,323769.5,-30.53,86.39,-30.51,-30.36,86.4,-30.34,-34.59,0.7,4.1,0,-1.8,-5.3,1.7
1993,294127.09,-31.98,86.27,-30.09,-31.81,86.29,-29.91,-34.76,0.81,1.6,0.02,0.1,-5.6,5.8
1993,324917,-28.81,86.61,-29.58,-28.62,86.62,-29.4,-34.59,0.87,3.8,0,2.8,-1.9,7.4
1993,322737.19,-26.59,87.94,-29.41,-26.4,87.96,-29.22,-34.49,0.92,7.8,0.1,7.4,4.3,10.4
1993,322924,-29.34,86.01,-29.68,-29.15,86.02,-29.49,-34.58,0.88,7,0.02,11,9.3,12.7
1993,334720,-30.93,94.59,-30.43,-30.73,94.6,-30.23,-34.91,0.92,3.6,0,9.3,8.5,10.1
1993,327631.5,-31.5,85.77,-31.29,-31.3,85.79,-31.08,-35.16,0.96,2.6,0.84,7.2,6.6,7.7
1993,325905.81,-32.46,85.36,-31.82,-32.25,85.38,-31.61,-34.96,0.94,3.6,0.26,8.2,5.9,10.4
1993,317670.81,-34.31,85.55,-31.92,-34.09,85.56,-31.7,-34.25,0.87,1.2,0,3.6,-0.8,8
1993,330369.59,-32.26,85.07,-31.73,-32.03,85.07,-31.5,-33.24,0.86,2,0.02,5.3,0,10.6
1993,329738.69,-28.36,85.75,-31.49,-28.13,85.76,-31.26,-32.24,0.77,2.8,0,8.3,0.7,15.9
1993,323905.09,-31.13,85.2,-31.72,-30.89,85.21,-31.48,-31.77,0.94,4.6,0.18,7,4.4,9.7
1994,330850.31,-33.32,84.62,-31.73,-33.08,84.62,-31.48,-31.2,0.94,6.5,0.48,8.4,5.5,11.4
1994,326600.59,-30.86,83.65,-31.95,-30.61,83.65,-31.7,-30.96,0.89,7.4,1.06,11.3,10.3,12.3
1994,326324.91,-29.3,82.65,-32.61,-29.04,82.65,-32.35,-31.26,0.81,3.6,0.02,8,4.5,11.4
1994,326427.09,-34.1,81.78,-33.39,-33.83,81.77,-33.13,-31.78,0.91,4.6,0.5,6,1.7,10.4
1994,331091.59,-37.41,81.17,-33.98,-37.14,81.16,-33.71,-32.16,0.83,2.1,0.02,4,-0.6,8.7
1994,330642.19,-36.79,83,-34.04,-36.51,82.99,-33.77,-32.05,0.87,5.1,0.44,3.5,-1.8,8.8
1994,325047.41,-32.25,85.44,-33.46,-31.97,85.42,-33.18,-31.27,0.97,4.8,0.38,7.8,6.4,9.3
1994,270558.41,-35.24,89.87,-32.57,-34.94,89.86,-32.28,-30.16,0.98,3.4,0.24,8.8,6.5,11.1
1994,327767.41,-28.68,84.12,-31.98,-28.38,84.1,-31.67,-29.29,0.91,5.1,1.2,9.5,8.5,10.5
1994,327597.59,-31.92,84.18,-32.02,-31.61,84.16,-31.71,-29.02,0.8,6.9,0.1,5.4,3,7.9
1994,327401.31,-31.69,84.17,-32.78,-31.37,84.15,-32.46,-29.42,0.76,5.4,0.12,6.6,2.7,10.4
1994,326574.69,-33.3,83.2,-33.36,-32.98,83.17,-33.04,-29.66,0.87,8.1,0.1,9,5.5,12.6
1994,330584.59,-34.61,82.02,-34.19,-34.28,82.01,-33.86,-30.16,0.86,4.9,0.52,8,6.2,9.7
1994,327463.69,-35.19,82.65,-34.65,-34.86,82.64,-34.32,-30.39,0.8,1.5,0,4.2,-0.8,9.1
1994,328610.81,-37.93,82.27,-35.21,-37.59,82.25,-34.87,-30.83,0.76,0.9,0,3.8,-1.6,9.3
1994,328716.69,-35.46,81.1,-35.27,-35.11,81.08,-34.92,-30.94,0.72,1.8,0,5.4,-0.6,11.4
1994,327651,-32.61,81.9,-35.11,-32.26,81.9,-34.76,-31.04,0.85,3,0,6.8,4.4,9.3
1994,338821.91,-40.32,86.65,-34.77,-39.96,86.65,-34.41,-31.16,0.93,4.5,0.04,10.5,8.5,12.5
1994,317969.19,-38.58,80.67,-34.18,-38.21,80.68,-33.81,-31.24,0.91,4.1,0,8.8,7.8,9.9
1994,326282.91,-32.81,82.64,-33.34,-32.43,82.64,-32.96,-31.26,0.93,1.8,0.02,7.7,6.1,9.3
1994,324114.81,-31.46,85.63,-32.35,-31.08,85.65,-31.97,-31.29,0.83,3.9,0,10.8,2.9,18.8
1994,323127.69,-31.34,86.42,-31.29,-30.95,86.44,-30.9,-31.33,0.88,5.5,0.78,9.8,7.9,11.6
1994,325366.59,-31.67,86.46,-30.17,-31.28,86.49,-29.77,-31.33,0.91,7.1,1.36,7.9,5.6,10.2
1994,324409.09,-28.87,88.75,-29.07,-28.47,88.77,-28.67,-31.31,0.84,5.5,0.26,7.6,5.2,10
1994,323320.81,-27.01,91.51,-28.05,-26.6,91.55,-27.65,-31.25,0.78,4.6,0,5,-0.1,10
1994,318514.31,-25.38,93.04,-27.04,-24.97,93.08,-26.63,-31.01,0.89,7.1,0.88,9.1,7.4,10.8
1994,322035.81,-26.17,95.91,-26.41,-25.76,95.94,-26,-30.93,0.7,2.9,0,4.7,1.3,8.1
1994,319734.81,-27.1,91.86,-25.99,-26.68,91.9,-25.57,-30.8,0.65,2.4,0,3.9,-1.6,9.4
1994,316408.81,-25.56,92.35,-25.75,-25.13,92.39,-25.32,-30.58,0.64,2,0,5.2,-0.7,11.1
1994,324484.91,-23.37,92.05,-25.78,-22.93,92.07,-25.35,-30.38,0.7,1.1,0,6.8,-1.7,15.3
1994,325553.41,-25.62,94.64,-26.26,-25.17,94.66,-25.81,-30.39,0.69,2.6,0,9.6,2.6,16.6
1994,292790.31,-20.02,101.82,-27.1,-19.56,101.85,-26.65,-30.6,0.84,3.8,0,8.9,2.8,15
1994,322317.59,-28.39,95.76,-27.85,-27.93,95.79,-27.38,-30.58,0.89,2.4,0,10.4,8.6,12.2
1994,327572.59,-32.11,92.24,-28.02,-31.64,92.26,-27.55,-29.95,0.8,2.9,0,10.4,5.6,15.3
1994,330912.91,-27.84,90.87,-27.64,-27.37,90.89,-27.16,-28.75,0.74,4.4,0,9.4,5.5,13.3
1994,329419.09,-25.98,92.01,-27.03,-25.5,92.02,-26.55,-27.39,0.72,3,0,8.9,2.9,14.9
1994,328896.81,-24.93,95.19,-26.87,-24.44,95.2,-26.38,-26.56,0.81,4,0,10.5,4.2,16.9
1995,328370.41,-24.72,94.15,-26.9,-24.23,94.17,-26.41,-26.03,0.72,3.5,0,7.4,3.7,11
1995,329679,-27.59,90.2,-27.09,-27.09,90.2,-26.59,-25.78,0.81,2.6,0,5.4,0,10.8
1995,329359.09,-25.26,91.88,-27.93,-24.75,91.86,-27.43,-26.29,0.78,3.4,0,7.6,2.5,12.7
1995,327217.59,-30.47,88.75,-28.79,-29.96,88.73,-28.28,-26.89,0.71,4.5,0,9,7.4,10.7
1995,328746.5,-34.04,88.97,-29.33,-33.53,88.96,-28.81,-27.23,0.73,4.8,0,7.2,3,11.3
1995,328907.69,-28.91,88.73,-29.2,-28.38,88.73,-28.67,-26.91,0.66,6,0,8.7,4.2,13.2
1995,340864.5,-29,97.17,-29.11,-28.47,97.16,-28.58,-26.64,0.61,3.1,0,8.9,1.1,16.7
1995,324785.5,-23.91,92.09,-29.07,-23.37,92.05,-28.53,-26.36,0.59,2.9,0,10.5,3.2,17.7
1995,326223.41,-30.6,87.68,-29.43,-30.05,87.67,-28.88,-26.44,0.73,3.8,0.3,12.4,9.1,15.7
1995,327903.5,-31.35,87.19,-30,-30.8,87.17,-29.44,-26.68,0.82,5,0.4,11.4,8.6,14.2
1995,328378.81,-31.29,87.11,-30.55,-30.73,87.08,-29.99,-26.89,0.86,3.8,0.22,9.9,7.9,11.9
1995,326415.31,-30.14,85.65,-30.91,-29.58,85.64,-30.35,-26.9,0.82,5.1,0.54,7.8,4,11.7
1995,339319.19,-37.99,89.7,-31.26,-37.42,89.69,-30.69,-26.94,0.88,2.6,0.56,6.1,2.9,9.3
1995,328620.81,-33.46,82.62,-31.55,-32.88,82.59,-30.96,-27,0.84,4.4,0.16,5.5,1.4,9.7
1995,326959.5,-31.79,81.06,-31.6,-31.2,81.04,-31.01,-26.97,0.82,2.8,0,5,3.6,6.5
1995,318122.09,-29.12,83.4,-31.63,-28.52,83.39,-31.04,-27.1,0.82,2.4,0.02,5,1.6,8.4
1995,331672,-32.09,82.1,-31.73,-31.5,82.1,-31.13,-27.48,0.82,3,0.16,6.5,0.5,12.5
1995,329228.81,-33.33,81.05,-31.81,-32.73,81.03,-31.2,-28.07,0.82,4.2,0.02,8.6,4.9,12.4
1995,336931.91,-29.25,87.4,-31.42,-28.64,87.38,-30.81,-28.39,0.64,5,0.04,10.6,3.3,18
1995,324586.59,-32.39,81.82,-31.15,-31.77,81.81,-30.53,-29.02,0.82,3.6,0.26,11.6,8.2,15
1995,327414.09,-30.95,81.09,-30.31,-30.32,81.09,-29.68,-29.2,0.82,4.8,0.06,8.8,4.5,13.2
1995,328925.19,-30.22,80.26,-29.21,-29.58,80.26,-28.57,-29.21,0.85,3.6,0.02,4.6,3.6,5.5
1995,324234,-28.23,83.23,-27.68,-27.58,83.24,-27.04,-28.81,0.7,4.5,0,6.2,4.1,8.4
1995,324433.41,-27.09,82.54,-26.31,-26.45,82.56,-25.66,-28.49,0.57,5.9,0,7.4,-0.2,15.1
1995,319661.41,-24.36,82.92,-24.93,-23.7,82.94,-24.28,-28.05,0.58,5.1,0,10.6,2.6,18.6
1995,325313.41,-22.84,84.38,-23.45,-22.19,84.41,-22.79,-27.3,0.8,2.6,0.12,8.6,4,13.3
1995,325284.91,-17.42,84.82,-23.12,-16.76,84.86,-22.46,-27.47,0.69,5.2,0,11.4,7,15.9
1995,326974.41,-23.03,85.84,-22.58,-22.36,85.87,-21.92,-27.17,0.77,5.2,0.38,6.8,2.1,11.4
1995,326523.09,-24.08,86.78,-23.02,-23.4,86.81,-22.34,-27.57,0.8,6.8,0.18,6.8,2.4,11.3
1995,336421.59,-30.34,90.47,-23.7,-29.65,90.51,-23.02,-27.98,0.78,6.2,0.5,8.6,3.9,13.3
1995,324137.91,-24.59,82.6,-24.31,-23.9,82.62,-23.62,-28.09,0.92,5.2,0.68,8.2,5.2,11.3
1995,328482.69,-25.59,82.61,-24.72,-24.89,82.64,-24.02,-27.83,0.73,8.1,0.3,9.4,7,11.9
1995,287659.31,-23.99,82.4,-25.01,-23.28,82.4,-24.3,-27.35,0.82,4.9,0.16,7.8,1.7,14
1995,906.1,-44.39,77.41,-25.34,-43.14,77.42,-24.63,-26.87,0.8,6.5,0.3,10,6.4,13.5
1995,330200,-27.52,81.25,-26.11,-26.81,81.26,-25.39,-26.84,0.81,5.8,0.34,11.5,7.2,15.9
1995,327630.59,-21.83,79.97,-26.91,-21.11,79.98,-26.19,-26.9,0.74,5.1,0,11.3,6.3,16.3
1995,318993.41,-26.73,80.17,-27.77,-26,80.18,-27.05,-27.11,0.79,3.6,0.18,15.8,11.1,20.4
1996,325888.09,-30.57,80.76,-28.93,-29.84,80.77,-28.19,-27.72,0.68,2.9,0.54,14.2,9.2,19.2
1996,223561,-32.27,81.13,-29.81,-31.53,81.12,-29.07,-28.19,0.93,2.8,1.22,13.2,11.9,14.5
1996,330860.31,-33.64,81.17,-29.86,-32.89,81.13,-29.11,-27.92,0.84,4,0.22,11.8,8.9,14.8
1996,327178.59,-27.55,83.49,-30.02,-26.79,83.47,-29.26,-27.83,0.72,3.4,0,10.6,5.1,16
1996,340722.31,-31.16,88.13,-29.65,-30.4,88.1,-28.88,-27.27,0.7,4.2,0.56,16.3,11.4,21.3
1996,319446.19,-27.46,82.47,-29.45,-26.69,82.43,-28.68,-26.89,0.87,3.9,0.18,12.5,9.8,15.2
1996,330185.91,-30.84,84.07,-29.55,-30.07,84.02,-28.78,-26.8,0.96,2.9,1.76,10,8.4,11.5
1996,324474,-29.02,84.43,-29.87,-28.23,84.37,-29.09,-26.88,0.89,3.9,0.04,10.4,8.6,12.1
1996,331313.41,-29.06,86.25,-30.24,-28.28,86.18,-29.46,-26.97,0.75,2.1,0.02,11.5,4.5,18.5
1996,328761.41,-32.36,84.91,-30.4,-31.57,84.84,-29.61,-26.8,0.74,4.1,0,13.8,6.6,21.1
1996,327249.91,-32.4,82.24,-30.48,-31.6,82.17,-29.68,-26.52,0.77,6.4,0.4,17.7,12.1,23.2
1996,330414.31,-29.57,82.47,-30.48,-28.76,82.42,-29.68,-26.18,0.88,6,0,14.4,11.2,17.6
1996,329280.31,-29.55,84.82,-30.21,-28.73,84.76,-29.4,-25.61,0.92,4.9,0,12.8,11.1,14.6
1996,328570.59,-30.96,83.1,-29.88,-30.14,83.05,-29.06,-25.08,0.9,5.5,0,15.5,11.8,19.2
1996,328803.81,-29.09,83.36,-29.49,-28.26,83.33,-28.66,-24.62,0.84,3.5,0.04,18,12.7,23.4
1996,329432.31,-28.82,82.18,-28.97,-27.99,82.15,-28.13,-24.22,0.8,2.9,0,16.7,11.6,21.8
1996,338053,-33.7,85.97,-28.26,-32.85,85.94,-27.42,-23.83,0.82,1.9,0.1,17.8,12.8,22.9
1996,326797.09,-28.13,81.78,-27.4,-27.28,81.75,-26.55,-23.5,0.78,2.2,0,17.2,11.2,23.3
1996,326652.19,-27.74,80.49,-26.48,-26.88,80.51,-25.62,-23.32,0.73,2.8,0.86,19,13.6,24.4
1996,326950.5,-26.27,82.42,-25.6,-25.4,82.41,-24.73,-23.35,0.84,3.4,0.48,18.8,14.3,23.3
1996,328270.41,-22.09,83.8,-24.86,-21.22,83.79,-23.99,-23.66,0.88,3.6,0.38,16.8,14.2,19.5
1996,325942.31,-24.16,81.65,-24.43,-23.28,81.67,-23.55,-24.34,0.77,1.9,0.04,18,13.9,22
1996,318747.69,-24.01,82.43,-23.99,-23.12,82.47,-23.1,-25.01,0.83,1.2,0.02,17.2,13.5,20.8
1996,322662.09,-24.11,84.15,-23.65,-23.22,84.18,-22.76,-25.72,0.76,1.9,0,18,10.7,25.3
1996,325207.81,-25.21,84.95,-23.11,-24.31,84.97,-22.21,-26.08,0.67,1.9,0,20.8,14.2,27.4
1996,314951.91,-22.43,85.55,-22.3,-21.54,85.59,-21.4,-25.98,0.82,4.1,0.24,18.4,15.4,21.5
1996,312478.19,-20.04,87.9,-21.27,-19.13,87.95,-20.36,-25.41,0.72,4.1,0,14.4,11.1,17.6
1996,326836.31,-19.55,85.04,-20.11,-18.64,85.09,-19.2,-24.46,0.78,5.1,0.12,13,9.1,16.9
1996,317358,-26.66,88.77,-19.08,-25.74,88.81,-18.16,-23.37,0.77,5.1,0,10.6,6.4,14.7
1996,328415.31,-18.05,85.96,-18.63,-17.12,86.01,-17.7,-22.61,0.7,1.6,0,12.3,6.6,18
1996,330140.19,-13.99,86.7,-19,-13.05,86.75,-18.06,-22.47,0.77,5.1,0.16,13.8,10.9,16.8
1996,325736.91,-18.89,88.5,-20.06,-17.95,88.54,-19.12,-22.86,0.76,2.5,0,11.6,6,17.1
1996,329577.19,-23.98,85.88,-21.54,-23.03,85.93,-20.59,-23.56,0.74,3.1,0,13.8,7.5,20.1
1996,328825.31,-23.17,84.6,-23.19,-22.21,84.63,-22.23,-24.4,0.7,4.5,0.12,16.3,10.4,22.2
1996,330362.19,-22.62,83.53,-24.65,-21.66,83.56,-23.69,-25.06,0.76,4.2,0.06,15.8,13.8,17.9
1996,323145.59,-28.35,85.95,-26.17,-27.39,85.93,-25.21,-25.85,0.74,6.2,0,14.2,7.9,20.6
1997,331313,-29.49,85.74,-27.27,-28.52,85.73,-26.3,-26.31,0.66,6.8,0.2,12.6,7.7,17.6
1997,331600.09,-27.35,86.07,-28,-26.38,86.09,-27.02,-26.51,0.68,6,0.02,13.6,10.5,16.8
1997,332334.5,-30,87.28,-28.41,-29.02,87.29,-27.43,-26.51,0.7,3.5,0.28,11.2,5.7,16.6
1997,333079.91,-27.61,86.18,-28.65,-26.62,86.15,-27.67,-26.45,0.96,6.1,0.92,13.2,10.8,15.7
1997,341335.09,-34.85,89.84,-28.8,-33.85,89.8,-27.8,-26.35,0.85,2.9,0.18,15.6,12.3,18.8
1997,331836.09,-29.47,85.68,-28.82,-28.47,85.64,-27.82,-26.19,0.85,2.8,0.02,17.3,12,22.6
1997,329439.5,-29.27,86.16,-28.64,-28.26,86.12,-27.62,-25.81,0.79,2.9,0,20.9,14.3,27.5
1997,327187.09,-29.64,89.46,-28.26,-28.62,89.4,-27.24,-25.24,0.83,2.6,0.06,21.3,17.4,25.2
1997,327037.5,-27.35,88.64,-27.82,-26.32,88.57,-26.8,-24.56,0.88,3.2,1.42,16.6,14.1,19
1997,328271.41,-26.05,88.15,-27.64,-25.02,88.08,-26.6,-24.08,0.93,3.6,0.84,13.4,11.8,15
1997,325653.91,-24.96,87.36,-27.53,-23.92,87.3,-26.49,-23.64,0.8,3.6,0,14.3,10.4,18.2
1997,326472.31,-29.95,85.26,-27.52,-28.9,85.18,-26.48,-23.28,0.72,2.2,0,15,9.8,20.2
1997,328372.5,-28.73,84.7,-27.62,-27.68,84.65,-26.57,-23.03,0.63,4.2,0,17.9,9.5,26.3
1997,326827.59,-25.68,84.82,-27.61,-24.61,84.81,-26.55,-22.73,0.81,3.9,0.94,18.6,14.2,23
1997,328274.41,-29.68,87.1,-27.46,-28.62,87.09,-26.39,-22.39,0.82,3.4,0,14.6,11.6,17.6
1997,327566.09,-25.63,89.38,-27.01,-24.56,89.35,-25.94,-21.91,0.78,2.9,0,14.3,8.5,20.1
1997,161160.91,-30.76,96.63,-26.62,-29.69,96.59,-25.54,-21.66,0.75,2.1,0.02,15.8,8.3,23.2
1997,328697.31,-28.28,89.92,-25.8,-27.2,89.91,-24.72,-21.19,0.77,2.9,0,19.7,13.3,26.1
1997,324682.5,-25.39,92.6,-24.74,-24.3,92.61,-23.65,-20.7,0.83,2,0.02,19.6,14.5,24.6
1997,328578.59,-24.68,92.92,-23.52,-23.58,92.94,-22.42,-20.24,0.75,1.9,0,20.3,13.6,27
1997,328765.59,-19.88,95.06,-22.15,-18.77,95.1,-21.04,-19.8,0.74,3.8,0,20.2,14.1,26.2
1997,326960.81,-20.35,94.87,-20.53,-19.23,94.92,-19.42,-19.25,0.6,4.8,0,20.6,13.6,27.5
1997,322515.19,-24.96,102.19,-18.9,-23.84,102.22,-17.78,-18.74,0.54,4.1,0,22,12.5,31.6
1997,325797.41,-18.09,100.04,-17.23,-16.96,100.08,-16.11,-18.18,0.56,3.1,0,24.8,18,31.5
1997,320122.5,-15.91,103.5,-15.77,-14.77,103.59,-14.64,-17.75,0.62,3.9,0,23.4,17.8,29
1997,318493.59,-15.03,106.37,-14.55,-13.9,106.46,-13.41,-17.4,0.71,4.5,0,19.8,15.8,23.9
1997,322531,-12.39,108.75,-13.53,-11.25,108.82,-12.38,-17.05,0.65,5.5,0,17.6,13.3,22
1997,318678.09,-10.17,109.16,-12.79,-9.01,109.23,-11.64,-16.75,0.71,4.5,0.04,17.1,13.8,20.4
1997,301167.91,-8.43,115.48,-12.83,-7.27,115.56,-11.67,-16.94,0.71,3.8,0.06,15.4,12.2,18.6
1997,322580.69,-12.15,113.76,-12.72,-10.98,113.84,-11.55,-16.73,0.78,1.6,0.04,14.4,11.2,17.6
1997,324144.69,-13.22,113.25,-13.31,-12.04,113.34,-12.13,-16.97,0.58,4.8,0,16.2,10.5,21.9
1997,323137.19,-11.96,116.04,-14.16,-10.78,116.11,-12.98,-17.28,0.5,5.8,0,17.2,10.5,23.9
1997,323437.41,-15.83,117.69,-15.47,-14.65,117.75,-14.29,-17.9,0.55,2.2,0,19,13.5,24.5
1997,319043.81,-16.58,115.78,-16.61,-15.4,115.82,-15.42,-18.25,0.64,2.2,0,20.1,15.5,24.7
1997,324582.19,-15.01,118.72,-18.09,-13.82,118.76,-16.9,-18.92,0.74,1.6,0,19.9,13.9,25.9
1997,319633.59,-23.12,117.61,-19.61,-21.92,117.65,-18.41,-19.64,0.75,3.1,0,19.6,13.5,25.7
1997,328476.5,-21.35,113.44,-20.81,-20.14,113.45,-19.61,-20.13,0.82,2.6,0.42,18.8,13.7,23.8
1998,326677.91,-24.45,110.63,-21.61,-23.25,110.64,-20.41,-20.31,0.74,2.6,0.66,19.8,14.4,25.3
1998,319886.59,-20.79,105.29,-22.05,-19.57,105.3,-20.83,-20.23,0.81,5.4,0.42,18.3,14.4,22.3
1998,292607.5,-25.02,110.08,-22.3,-23.8,110.08,-21.08,-20.1,0.7,4.5,0,18.8,13.9,23.8
1998,324843.81,-22.19,108.25,-22.55,-20.96,108.24,-21.32,-20.05,0.65,4.4,0,19.2,11.8,26.7
1998,324690.09,-22.3,104.88,-22.81,-21.06,104.86,-21.57,-20.09,0.8,4.8,0.04,19.8,16.2,23.3
1998,327196,-23.49,103.13,-22.99,-22.24,103.1,-21.74,-20.07,0.72,3.6,0.02,14.6,8.5,20.7
1998,326683.69,-24.81,102.28,-23.03,-23.55,102.27,-21.78,-19.94,0.95,6,2.98,15.2,12.6,17.7
1998,325948.19,-22.23,100.79,-22.94,-20.96,100.77,-21.67,-19.63,0.85,5.5,0.58,16.4,12.3,20.4
1998,324980.19,-22.27,101.62,-22.94,-21,101.58,-21.67,-19.38,0.88,3.6,1.02,13.9,11.1,16.7
1998,320308.81,-23.06,98.64,-22.87,-21.79,98.61,-21.6,-19.02,0.7,3.6,0.04,13.4,6.3,20.4
1998,321373.91,-21.17,99.45,-23.16,-19.89,99.4,-21.89,-18.97,0.86,4.9,0.04,17.2,13.2,21.1
1998,323051.59,-23.66,98.75,-23.77,-22.38,98.7,-22.49,-19.22,0.77,5.9,0.04,16.8,13.6,20
1998,322433,-24.29,99.27,-24.72,-23,99.22,-23.44,-19.85,0.69,4,0,15.4,10.9,20
1998,326120.41,-26.92,96.94,-25.97,-25.64,96.91,-24.68,-20.82,0.71,2.1,0,13.8,8.6,19
1998,301742.19,-25.43,101.6,-27.11,-24.12,101.54,-25.81,-21.79,0.7,3.2,0.02,14.4,7.5,21.2
1998,306286.91,-29.88,98.85,-28.34,-28.58,98.81,-27.03,-23.01,0.64,3.1,0,16.2,9.9,22.5
1998,320798.91,-29.18,99.27,-28.81,-27.86,99.21,-27.49,-23.66,0.65,3.2,0,17.7,11.4,24
1998,329675,-30.43,96.69,-28.86,-29.1,96.69,-27.53,-24.1,0.6,3.5,0,19.2,12.1,26.2
1998,327902.69,-27.33,95.05,-28.7,-25.99,95.04,-27.36,-24.54,0.56,6.4,0,20,14,26.1
1998,329425.69,-27.75,91.95,-28.48,-26.4,91.97,-27.13,-25.12,0.63,7.1,0,19.9,13.5,26.3
1998,326609.91,-29.26,92.53,-28.08,-27.91,92.57,-26.73,-25.69,0.76,2.8,0.6,20.1,14.8,25.4
1998,273938,-27.88,98.44,-27.72,-26.54,98.47,-26.36,-26.4,0.8,4.1,0,19.6,15.6,23.6
1998,323506.41,-27.74,91.34,-26.87,-26.37,91.35,-25.5,-26.67,0.9,1.4,0.6,17.2,14,20.3
1998,324479.41,-27.99,91.27,-26.15,-26.62,91.32,-24.77,-27.05,0.81,3.9,0.48,19.8,15.4,24.3
1998,320531,-24.45,92.42,-25.29,-23.05,92.47,-23.91,-27.2,0.88,3.2,0.1,17.5,14.9,20.1
1998,321000.5,-23.17,90.88,-24.54,-21.79,90.95,-23.15,-27.29,0.78,4.4,0,20.1,15.6,24.6
1998,326274.41,-23.81,90.82,-23.95,-22.42,90.88,-22.56,-27.33,0.75,4,0,18,13.7,22.2
1998,323616.09,-23.67,89.22,-23.67,-22.27,89.25,-22.27,-27.43,0.73,1.6,0.02,18.3,12.3,24.3
1998,323215,-22.59,92.3,-23.29,-21.18,92.33,-21.88,-27.16,0.65,2.1,0,20,12.4,27.6
1998,331122.5,-24.19,97.77,-23.29,-22.77,97.8,-21.88,-27.01,0.65,2.9,0,22.8,14.5,31.1
1998,325318.19,-21.81,90.07,-23.6,-20.4,90.14,-22.18,-26.93,0.65,4.5,0,19.6,14.8,24.4
1998,326236.31,-24.01,88.08,-24.15,-22.59,88.12,-22.73,-26.91,0.78,3.9,0.06,18.4,13.2,23.6
1998,318046.41,-24.18,88.33,-24.82,-22.76,88.31,-23.39,-26.86,0.84,3.4,0.28,17.2,13.4,21
1998,317918.19,-27.93,86.88,-25.4,-26.49,86.88,-23.97,-26.65,0.73,3.5,0.02,17.3,11.4,23.3
1998,326377.69,-23.73,86.3,-25.94,-22.29,86.28,-24.5,-26.37,0.77,3,0,17.2,10.9,23.6
1998,304787.09,-27.67,83.82,-26.31,-26.22,83.82,-24.87,-25.96,0.75,2,0,19.7,13.1,26.3
